








,Timestamp: 2026-01-31 14:13:14
,control_id,control_title,control_description,key_control,hierarchy_level,parent_control_id,preventative_detective,manual_automated,execution_frequency,four_eyes_check,evidence_description,evidence_available_from,performance_measures_required,performance_measures_available_from,control_status,valid_from,valid_until,reason_for_deactivation,status_updates,last_modified_on,group_id,group_name,division_id,division_name,unit_id,unit_name,area_id,area_name,sector_id,sector_name,segment_id,segment_name,function_id,function_name,l0_location_id,l0_location_name,region_id,region_name,sub_region_id,sub_region_name,country_id,country_name,company_id,company_short_name,control_owner,control_owner_gpn,control_instance_owner_role,control_administrator,control_administrator_gpn,control_delegate,control_delegate_gpn,control_assessor,control_assessor_gpn,is_assessor_control_owner,sox_relevant,ccar_relevant,bcbs239_relevant,ey_reliant,sox_rationale,local_functional_information,kpci_governance_forum,financial_statement_line_item,it_application_system_supporting,additional_information_on_deactivation,control_created_by,control_created_by_gpn,control_created_on,last_control_modification_requested_by,last_control_modification_requested_by_gpn,last_modification_on,control_status_date_change,category_flags,sox_assertions,risk_themes,risk_theme_taxonomy_numbers,risk_theme_numbers,related_function_ids,related_function_names,related_functions_comments,related_location_ids,related_location_names,related_locations_comments
,CTRL-1965067727,System Availability Monitoring Control - Global Wealth Management,This control ensures that system availability monitoring - global wealth management processes are executed according to established procedures.,True,Level 2,CTRL-2812140441,Preventative,Automated,Annually,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for system availability monitoring control - global wealth management.",2020-07-01,False,2020-07-31,Active,2020-07-01,nan,nan,Last reviewed on 2025-10-05. Control operating effectively.,2025-10-05 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20100,Ultra High Net Worth,N20110,Private Banking,N20111,Client Advisory,N20112,Portfolio Management,N20113,Investment Advisory,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Sarah Harris,39808788,Managing Director,Lucas Brown,80563016,Linda Wright,82580645,Oliver Li,62843790,True,False,True,True,False,nan,Local requirements for Hong Kong operations.,Technology Committee,Revenue,Internal System,nan,Jessica King,52365995,2020-06-09,James Thomas,nan,2025-10-05,nan,"Automated Control, Regulatory Control, CCAR Control",nan,Technology Change Management,1,1.4,"N20213, N20113, N40413","Trust Services, Investment Advisory, Capital Calculations",Control applies to multiple functions within Global Wealth Management.,"4100, 1000","UBS AG Hong Kong Branch, UBS AG Zurich",Control deployed across Asia Pacific region.
,CTRL-2452066459,Compliance Training Completion Control - Group Functions,This control ensures compliance training completion - group functions requirements are met with proper documentation.,False,Level 2,CTRL-9963334018,Detective,IT Dependent Manual,Quarterly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for compliance training completion control - group functions.",2022-02-14,True,2022-03-16,Active,2022-02-14,nan,nan,Last reviewed on 2025-03-31. Control operating effectively.,2025-03-31 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C702,Singapore,4200,UBS AG Singapore Branch,Andrew Smith,33703827,Director,Susan Rodriguez,94644676,nan,nan,Jessica Chen,75313057,False,False,True,False,False,nan,nan,Compliance Committee,Revenue,Bloomberg,nan,Benjamin Wilson,18057946,2022-01-17,nan,nan,2025-03-31,2025-03-31,Application Control,nan,Regulatory Compliance,5,5.1,"N30113, N20213, N40413","Portfolio Management, Trust Services, Capital Calculations",Control applies to multiple functions within Group Functions.,"3200, 1000","UBS Financial Services Inc, UBS AG Zurich",Control deployed across Asia Pacific region.
,CTRL-1945826486,Change Management Approval Control - Group Functions,This control ensures that change management approval - group functions is performed according to established procedures.,False,Level 2,CTRL-3746317213,1st Line Detective,IT Dependent Manual,Intraday,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for change management approval control - group functions.",2023-04-15,False,nan,Active,2023-04-15,nan,nan,Last reviewed on 2023-12-24. Control operating effectively.,2023-12-24 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,Elizabeth Martin,94728082,Managing Director,Brian Harris,19575640,Isabella Wilson,56120632,nan,nan,False,True,True,False,False,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Operating Committee,nan,Calypso,nan,Edward Harris,46406303,2023-03-27,Maria Young,nan,2023-12-24,nan,CCAR Control,"Presentation and Disclosure, Accuracy","Process Execution, Talent and Resource Management","8, 7","8.1, 7.1","N10122, N20113, N14963","Options Trading, Investment Advisory, Deal Execution",Control applies to multiple functions within Group Functions.,"2210, 2100","UBS Europe SE Frankfurt, UBS AG London Branch",Control deployed across Europe Middle East Africa region.
,CTRL-9894847574,Complex Product Approval Control - Group Functions,This control ensures that complex product approval - group functions is performed according to established procedures.,False,Level 2,CTRL-2181241943,2nd Line Detective,Automated,Quarterly,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for complex product approval control - group functions.",2020-06-23,False,2020-07-23,Active,2020-06-23,nan,nan,Last reviewed on 2024-06-21. Control operating effectively.,2024-06-21 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,Robert Wright,72705646,Managing Director,Sarah Young,28134815,nan,nan,Kevin Anderson,89299984,False,False,False,True,False,nan,nan,Compliance Committee,Loans,Reuters,nan,Kevin Fischer,56596140,2020-06-19,nan,nan,2024-06-21,nan,"Financial Reporting Control, IT General Control, Regulatory Control",nan,Client Suitability,4,4.3,N20213,Trust Services,Control applies to multiple functions within Group Functions.,2100,UBS AG London Branch,Control deployed across Europe Middle East Africa region.
,CTRL-3710566582,Regulatory Reporting Accuracy Control - Investment Bank,This control ensures regulatory reporting accuracy - investment bank requirements are met with proper documentation.,False,Level 2,CTRL-1667779376,Preventative,Automated,Semi-Annually,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for regulatory reporting accuracy control - investment bank.",2023-12-09,True,2024-01-08,Active,2023-12-09,nan,nan,Last reviewed on 2025-10-04. Control operating effectively.,2025-10-04 00:00:00,N00000,All Functions,N10000,Investment Bank,N14952,Investment Banking,N14960,Advisory,N14961,M&A,N14962,Cross Border M&A,N14963,Deal Execution,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Thomas White,39607414,Senior Analyst,Isabella Thompson,93929434,nan,nan,Evelyn Schmidt,48208680,False,False,False,False,False,nan,nan,Operating Committee,Loans,Murex,nan,William Anderson,28337367,2023-11-09,nan,92910238,2025-10-04,nan,"BCBS239 Control, Financial Reporting Control, Key Control, SOX Control",nan,"Regulatory Change, Physical Security","5, 6","5.3, 6.2",N40313,Transaction Monitoring,Control applies to multiple functions within Investment Bank.,1000,UBS AG Zurich,Control deployed across Asia Pacific region.
,CTRL-1983297492,Capacity Planning Review Control - Global Wealth Management,This control ensures that capacity planning review - global wealth management is performed according to established procedures.,False,Level 2,CTRL-1958682846,1st Line Detective,Automated,Semi-Annually,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for capacity planning review control - global wealth management.",2020-01-25,False,nan,Active,2020-01-25,nan,nan,Last reviewed on 2023-07-04. Control operating effectively.,2023-07-04 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3200,UBS Financial Services Inc,Sarah Harris,19581091,Managing Director,Andrew Anderson,35795612,Michael White,11693222,nan,nan,False,False,True,False,False,nan,nan,Audit Committee,Loans,nan,nan,Matthew Jackson,14497675,2020-01-17,nan,22611138,2023-07-04,2023-07-04,"Application Control, IT General Control",nan,Transaction Processing,8,8.2,"N20213, N30113, N14963","Trust Services, Portfolio Management, Deal Execution",Control applies to multiple functions within Global Wealth Management.,"2100, 4100, 3200","UBS AG London Branch, UBS AG Hong Kong Branch, UBS Financial Services Inc",Control deployed across Americas region.
,CTRL-4888749350,Change Management Approval Control - Investment Bank,This control ensures that change management approval - investment bank is performed according to established procedures.,False,Level 2,CTRL-1667779376,Preventative,Manual,Event Triggered,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for change management approval control - investment bank.",2022-02-06,False,nan,Active,2022-02-06,nan,nan,Last reviewed on 2023-04-17. Control operating effectively.,2023-04-17 00:00:00,N00000,All Functions,N10000,Investment Bank,N10007,Global Markets,N10100,Equities,N10120,Derivatives,N10121,Flow Derivatives,N10122,Options Trading,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3200,UBS Financial Services Inc,Andrew Martinez,59848284,Business Manager,Evelyn Wilson,77098020,nan,nan,Isabella Wang,93903841,False,False,False,False,False,nan,nan,Audit Committee,nan,Reuters,nan,Benjamin Rodriguez,75477163,2022-01-08,nan,96522918,2023-04-17,2023-04-17,"BCBS239 Control, Key Control, IT General Control, CCAR Control",nan,"Organizational Culture, Sanctions Compliance","7, 3","7.2, 3.3","N14963, N20213, N10112","Deal Execution, Trust Services, Electronic Trading",Control applies to multiple functions within Investment Bank.,"4300, 3200","UBS Securities Japan Co Ltd, UBS Financial Services Inc",Control deployed across Americas region.
,CTRL-8987073217,Change Management Approval Control - Group Functions,This control ensures that change management approval - group functions is performed according to established procedures.,False,Level 2,CTRL-9703905715,Detective,Manual,Monthly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for change management approval control - group functions.",2023-01-30,True,2023-03-01,Active,2023-01-30,nan,nan,Last reviewed on 2024-10-24. Control operating effectively.,2024-10-24 00:00:00,N00000,All Functions,N40000,Group Functions,N40300,Group Compliance,N40310,Regulatory Compliance,N40311,Financial Crime,N40312,AML Operations,N40313,Transaction Monitoring,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C392,Japan,4300,UBS Securities Japan Co Ltd,Margaret Kumar,93241474,Team Lead,Robert Jones,98354109,nan,nan,Kevin White,35483846,False,True,True,True,False,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Compliance Committee,Derivatives,Calypso,nan,Christopher Chen,24826245,2023-01-18,nan,15875684,2024-10-24,2024-10-24,"CCAR Control, Key Control","Completeness, Rights and Obligations",Operational Resilience,6,6.3,N10122,Options Trading,Control applies to multiple functions within Group Functions.,4200,UBS AG Singapore Branch,Control deployed across Asia Pacific region.
,CTRL-9894264595,Communications Monitoring Control - Group Functions,This control manages communications monitoring - group functions to ensure appropriate employee behavior.,True,Level 2,CTRL-7887950851,Preventative,Automated,Daily,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for communications monitoring control - group functions.",2023-06-17,True,2023-07-17,Inactive,2023-06-17,2024-08-01,Regulatory requirement removed,Deactivated on 2024-08-01.,2023-05-26 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3200,UBS Financial Services Inc,William Fischer,20460308,Team Lead,Jessica Miller,23586205,Daniel White,35428946,Alexander Jackson,86507818,False,False,False,False,False,nan,nan,Compliance Committee,Loans,Internal System,Replaced by CTRL-8152161448,Benjamin Wilson,34212413,2023-05-25,Joshua Wang,81658908,2023-05-26,2023-05-26,"Financial Reporting Control, Automated Control, Manual Control, IT General Control",nan,Market Conduct,4,4.2,"N40113, N40413","Control Testing, Capital Calculations",Control applies to multiple functions within Group Functions.,"4100, 3200, 2210","UBS AG Hong Kong Branch, UBS Financial Services Inc, UBS Europe SE Frankfurt",Control deployed across Americas region.
,CTRL-6317189421,Security Patch Management Control - Group Functions,This control ensures that security patch management - group functions is performed according to established procedures.,False,Level 2,CTRL-5693307665,Detective,Automated,Daily,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for security patch management control - group functions.",2022-07-30,False,2022-08-29,Inactive,2022-07-30,2024-02-05,Merged with another control,Deactivated on 2024-02-05.,2025-03-24 00:00:00,N00000,All Functions,N40000,Group Functions,N40300,Group Compliance,N40310,Regulatory Compliance,N40311,Financial Crime,N40312,AML Operations,N40313,Transaction Monitoring,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3100,UBS Securities LLC,Karen Martinez,22655004,Business Manager,Barbara Li,30952341,nan,nan,Lucas Mueller,59269031,True,True,False,False,False,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Operating Committee,Revenue,Reuters,Replaced by CTRL-4942272347,William Chen,74764506,2022-07-15,nan,87340611,2025-03-24,2025-03-24,Automated Control,"Existence, Accuracy, Presentation and Disclosure","Physical Security, Anti-Money Laundering","6, 3","6.2, 3.2","N10122, N10112","Options Trading, Electronic Trading",Control applies to multiple functions within Group Functions.,"4100, 4200","UBS AG Hong Kong Branch, UBS AG Singapore Branch",Control deployed across Americas region.
,CTRL-8168204967,Production Release Validation Control - Group Functions,This control ensures that production release validation - group functions is performed according to established procedures.,False,Level 2,CTRL-4460967357,Detective,Automated,Quarterly,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for production release validation control - group functions.",2020-02-14,True,2020-03-15,Inactive,2020-02-14,2025-06-20,Control replaced by automated solution,Deactivated on 2025-06-20.,2025-02-22 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,Patricia Martinez,27742113,Senior Analyst,Isabella Wright,86697457,Sophia Harris,45239935,Isabella Harris,77353558,False,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Group Functions.,Local requirements for Germany operations.,Technology Committee,Deposits,Murex,Replaced by CTRL-7390314766,Brian Taylor,85318641,2020-01-24,Jessica Jackson,nan,2025-02-22,nan,"Financial Reporting Control, SOX Control, Manual Control, Automated Control","Cutoff, Valuation, Classification, Completeness",Organizational Culture,7,7.2,"N30113, N10112","Portfolio Management, Electronic Trading",Control applies to multiple functions within Group Functions.,"1000, 4300","UBS AG Zurich, UBS Securities Japan Co Ltd",Control deployed across Europe Middle East Africa region.
,CTRL-3030106617,Privileged Access Management Control - Group Functions,This control validates that privileged access management - group functions requirements are met and monitored.,True,Level 2,CTRL-5710360983,Preventative,IT Dependent Manual,Daily,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for privileged access management control - group functions.",2023-11-16,True,nan,Active,2023-11-16,nan,nan,Last reviewed on 2023-11-16. Control operating effectively.,2023-11-16 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SCH,Switzerland,C756,Switzerland,1000,UBS AG Zurich,Andrew Johnson,54543739,Team Lead,Kevin Thomas,37353754,Kevin Mueller,83658696,nan,nan,False,False,True,False,False,nan,nan,Audit Committee,nan,Internal System,nan,Emma White,88249598,2023-11-04,Jessica Williams,nan,2023-11-16,nan,"Automated Control, Regulatory Control",nan,"Cyber and Information Security, Financial Crime Prevention","1, 3","1.2, 3.1",N40213,DevOps,Control applies to multiple functions within Group Functions.,"2100, 4300, 3100","UBS AG London Branch, UBS Securities Japan Co Ltd, UBS Securities LLC",Control deployed across Europe Middle East Africa region.
,CTRL-8664882079,Incident Management Escalation Control - Global Wealth Management,This control ensures that incident management escalation - global wealth management processes are executed according to established procedures.,False,Level 2,CTRL-7887950851,Preventative,Automated,Intraday,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for incident management escalation control - global wealth management.",2023-09-04,True,nan,Active,2023-09-04,nan,nan,Last reviewed on 2024-04-18. Control operating effectively.,2024-04-18 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Jessica Fischer,54770958,Director,Patricia Wilson,12465878,nan,nan,nan,nan,False,True,False,False,False,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,nan,Operating Committee,Trading Assets,Reuters,nan,Sarah Brown,93992429,2023-08-22,nan,nan,2024-04-18,2024-04-18,Manual Control,"Rights and Obligations, Completeness, Valuation",Technology Production Stability,1,1.1,"N14963, N10122","Deal Execution, Options Trading",Control applies to multiple functions within Global Wealth Management.,"4200, 3200, 4100","UBS AG Singapore Branch, UBS Financial Services Inc, UBS AG Hong Kong Branch",Control deployed across Asia Pacific region.
,CTRL-8763140509,Change Management Approval Control - Global Wealth Management,This control ensures that change management approval - global wealth management is performed according to established procedures.,False,Level 2,CTRL-5710360983,Detective,IT Dependent Manual,Quarterly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for change management approval control - global wealth management.",2022-06-02,False,2022-07-02,Active,2022-06-02,nan,nan,Last reviewed on 2024-11-05. Control operating effectively.,2024-11-05 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20100,Ultra High Net Worth,N20110,Private Banking,N20111,Client Advisory,N20112,Portfolio Management,N20113,Investment Advisory,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C702,Singapore,4200,UBS AG Singapore Branch,Brian Wilson,52613620,Business Manager,Karen Davis,34714210,nan,nan,nan,nan,False,True,True,False,False,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,Local requirements for Singapore operations.,Risk Committee,Derivatives,Bloomberg,nan,Christopher Fischer,69459055,2022-05-23,Sarah Martinez,24330619,2024-11-05,nan,Automated Control,"Rights and Obligations, Presentation and Disclosure, Completeness",Operational Resilience,6,6.3,N10112,Electronic Trading,Control applies to multiple functions within Global Wealth Management.,"2210, 4100","UBS Europe SE Frankfurt, UBS AG Hong Kong Branch",Control deployed across Asia Pacific region.
,CTRL-1817804383,Security Patch Management Control - Group Functions,This control ensures that security patch management - group functions is performed according to established procedures.,False,Level 2,CTRL-3303082117,Detective,Manual,Daily,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for security patch management control - group functions.",2021-02-08,True,2021-03-10,Active,2021-02-08,nan,nan,Last reviewed on 2025-03-04. Control operating effectively.,2025-03-04 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SCH,Switzerland,C756,Switzerland,1000,UBS AG Zurich,Amelia Young,92820305,Director,Robert King,43122766,Linda Harris,15613827,nan,nan,False,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Group Functions.,Local requirements for Switzerland operations.,Operating Committee,Loans,Reuters,nan,Brian Williams,79880338,2021-01-11,nan,nan,2025-03-04,2025-03-04,"Manual Control, Automated Control","Existence, Presentation and Disclosure, Rights and Obligations, Cutoff","Talent and Resource Management, Regulatory Change, Transaction Processing","7, 5, 8","7.1, 5.3, 8.2","N10112, N20113, N20213","Electronic Trading, Investment Advisory, Trust Services",Control applies to multiple functions within Group Functions.,"4200, 1000","UBS AG Singapore Branch, UBS AG Zurich",Control deployed across Europe Middle East Africa region.
,CTRL-7146318035,Compliance Training Completion Control - Global Wealth Management,This control ensures compliance training completion - global wealth management requirements are met with proper documentation.,True,Level 2,CTRL-3303082117,2nd Line Detective,IT Dependent Manual,Intraday,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for compliance training completion control - global wealth management.",2023-07-09,True,nan,Active,2023-07-09,nan,nan,Last reviewed on 2023-04-22. Control operating effectively.,2023-04-22 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C392,Japan,4300,UBS Securities Japan Co Ltd,Emma Anderson,70891997,Managing Director,Alexander King,22103709,nan,nan,Michael Chen,97050454,True,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,Local requirements for Japan operations.,Risk Committee,Revenue,SAP,nan,Matthew Kumar,21449650,2023-06-09,Thomas Wilson,nan,2023-04-22,nan,"Financial Reporting Control, CCAR Control","Valuation, Completeness",Regulatory Compliance,5,5.1,"N10112, N40113, N20213","Electronic Trading, Control Testing, Trust Services",Control applies to multiple functions within Global Wealth Management.,"4300, 1000","UBS Securities Japan Co Ltd, UBS AG Zurich",Control deployed across Asia Pacific region.
,CTRL-7114223633,System Availability Monitoring Control - Investment Bank,This control ensures that system availability monitoring - investment bank is performed according to established procedures.,False,Level 2,CTRL-8934927891,Preventative,IT Dependent Manual,Intraday,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for system availability monitoring control - investment bank.",2023-07-24,True,nan,Inactive,2023-07-24,2025-05-24,Regulatory requirement removed,Deactivated on 2025-05-24.,2024-06-02 00:00:00,N00000,All Functions,N10000,Investment Bank,N14952,Investment Banking,N14960,Advisory,N14961,M&A,N14962,Cross Border M&A,N14963,Deal Execution,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,Margaret Thomas,16565770,Team Lead,Charlotte Brown,97681338,nan,nan,nan,nan,False,True,False,False,False,Control is SOX relevant due to impact on financial reporting for Investment Bank.,nan,Risk Committee,nan,Reuters,Replaced by CTRL-6576763981,Isabella Brown,24614652,2023-06-29,nan,nan,2024-06-02,2024-06-02,"Application Control, Financial Reporting Control",Completeness,Intragroup Dependencies,2,2.3,"N30113, N40413","Portfolio Management, Capital Calculations",Control applies to multiple functions within Investment Bank.,"2210, 4200","UBS Europe SE Frankfurt, UBS AG Singapore Branch",Control deployed across Europe Middle East Africa region.
,CTRL-4131356954,Regulatory Reporting Accuracy Control - Group Functions,This control ensures regulatory reporting accuracy - group functions requirements are met with proper documentation.,False,Level 2,CTRL-4460967357,Detective,IT Dependent Manual,Quarterly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for regulatory reporting accuracy control - group functions.",2023-12-21,False,2024-01-20,Active,2023-12-21,nan,nan,Last reviewed on 2024-07-16. Control operating effectively.,2024-07-16 00:00:00,N00000,All Functions,N40000,Group Functions,N40300,Group Compliance,N40310,Regulatory Compliance,N40311,Financial Crime,N40312,AML Operations,N40313,Transaction Monitoring,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,David Thompson,91717739,Senior Analyst,Michael Li,27409802,Margaret Lopez,79753731,Susan Lopez,34146739,True,False,False,True,False,nan,nan,Operating Committee,Trading Assets,SAP,nan,Mia Johnson,72395893,2023-11-23,Mia Thomas,65650977,2024-07-16,nan,"Financial Reporting Control, Manual Control, BCBS239 Control",nan,"Regulatory Change, Third Party Management","5, 2","5.3, 2.1",N20113,Investment Advisory,Control applies to multiple functions within Group Functions.,"3200, 1000, 2100","UBS Financial Services Inc, UBS AG Zurich, UBS AG London Branch",Control deployed across Europe Middle East Africa region.
,CTRL-1422701550,Incident Management Escalation Control - Global Wealth Management,This control ensures that incident management escalation - global wealth management processes are executed according to established procedures.,False,Level 2,CTRL-9703905715,1st Line Detective,IT Dependent Manual,Intraday,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for incident management escalation control - global wealth management.",2021-12-13,True,2022-01-12,Active,2021-12-13,nan,nan,Last reviewed on 2023-03-01. Control operating effectively.,2023-03-01 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Christopher Brown,79937264,Senior Analyst,Brian Chen,84514623,nan,nan,Kevin Johnson,37952515,False,True,False,False,False,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,Local requirements for Hong Kong operations.,Operating Committee,Revenue,Murex,nan,Sarah Johnson,55520266,2021-11-30,Kevin Wilson,62286700,2023-03-01,nan,Regulatory Control,"Existence, Valuation, Rights and Obligations",Technology Change Management,1,1.4,N40213,DevOps,Control applies to multiple functions within Global Wealth Management.,4100,UBS AG Hong Kong Branch,Control deployed across Asia Pacific region.
